violation_id,timestamp,latitude,longitude,zone,severity,violation_type,driver_id,driver_name,driver_initials,driver_category,driver_company,driver_risk_score,driver_risk_label,driver_status,driver_status_label
V-010882,2026-04-26T20:59,25.28091,55.34508,Deira,low,Route Deviation,D-02297,Sami Al Rashidi,SR,Limousine & E-Hail,Uber Dubai,5.9,Moderate,active,Active
V-007133,2026-04-26T20:51,25.09078,55.14037,Dubai Marina,high,Speeding,D-01505,Fadi Al Khouri,FK,Public Bus,Dubai Transport Co.,7.6,High Risk,active,Active
V-002813,2026-04-26T20:49,25.0137,55.17084,Dubai Investment Park,moderate,Phone Use,D-00594,Hassan Al Nuaimi,HN,Taxi,Dubai Taxi Corp,7.1,High Risk,investigation,Under Investigation
V-004683,2026-04-26T20:24,25.28115,55.34079,Deira,low,Speeding,D-00994,Riyad Al Mazrouei,RM,Taxi,Al Naboodah Taxi,2.2,Low Risk,active,Active
V-006048,2026-04-26T20:24,25.072,55.1568,Dubai Marina,moderate,Phone Use,D-01277,Hani Al Mahmoud,HM,Public Bus,Dubai Transport Co.,8.5,Critical,suspended,Suspended
V-003294,2026-04-26T20:22,25.18606,55.25504,Business Bay,high,Camera Tampering,D-00680,Amer Al Naqbi,AN,Taxi,National Taxi,7.0,High Risk,investigation,Under Investigation
V-009099,2026-04-26T20:19,25.249,55.44347,Mirdif,moderate,Phone Use,D-01957,Obaid Al Zaabi,OZ,School Bus,Al Mawakeb Transport,7.6,High Risk,active,Active
V-000755,2026-04-26T20:18,25.25809,55.38096,Al Rashidiya,moderate,Distraction,D-00169,Ali Al Mehrezi,AM,Taxi,Al Naboodah Taxi,7.0,High Risk,investigation,Under Investigation
V-014965,2026-04-26T20:13,25.2993,55.39484,Al Qusais,moderate,Route Deviation,D-03145,Mubarak Al Dhaheri,MD,Marine,Emirates Marine Transport,9.3,Critical,investigation,Under Investigation
V-005341,2026-04-26T20:04,25.22837,55.43983,Mirdif,moderate,Phone Use,D-01140,Hisham Al Dhaheri,HD,Taxi,Metro Taxi,4.1,Moderate,active,Active
V-014768,2026-04-26T19:46,25.0804,55.15086,Dubai Marina,high,Harsh Braking,D-03103,Riyad Al Hashemi,RH,Marine,Emirates Marine Transport,8.7,Critical,suspended,Suspended
V-001062,2026-04-26T19:31,25.29663,55.39206,Al Qusais,moderate,Distraction,D-00237,Hassan Al Zaabi,HZ,Taxi,Al Naboodah Taxi,7.2,High Risk,active,Active
V-013033,2026-04-26T19:31,25.28301,55.3448,Deira,high,Speeding,D-02740,Salem Al Mehrezi,SM,Limousine & E-Hail,Careem Fleet,5.0,Moderate,active,Active
V-015427,2026-04-26T19:31,25.19172,55.21755,Jumeirah,low,Speeding,D-03251,Ammar Al Mahmoud,AM,Hourly Rental,Sixt UAE,5.5,Moderate,active,Active
V-007152,2026-04-26T19:23,25.01949,55.07331,Jebel Ali,high,Harsh Braking,D-01506,Majid Al Mahmoud,MM,Public Bus,Dubai Transport Co.,9.3,Critical,investigation,Under Investigation
V-002127,2026-04-26T19:15,25.27641,55.40341,Al Qusais,low,Idling,D-00456,Saif Al Sharqi,SS,Taxi,National Taxi,9.6,Critical,suspended,Suspended
V-014897,2026-04-26T19:14,25.12226,55.37867,Silicon Oasis,low,Harsh Braking,D-03135,Maher Al Bastaki,MB,Marine,Dubai Ferry Services,4.6,Moderate,active,Active
V-010310,2026-04-26T19:13,25.12941,55.22314,Al Barsha,high,Phone Use,D-02176,Adel Al Mehairi,AM,School Bus,Al Reef School Transport,7.4,High Risk,active,Active
V-008159,2026-04-26T19:02,25.15391,55.2206,Al Quoz,moderate,Speeding,D-01726,Saif Al Mulla,SM,Public Bus,Dubai Transport Co.,8.4,Critical,active,Active
V-009534,2026-04-26T18:52,24.97477,55.07244,Jebel Ali,low,Harsh Braking,D-02035,Hisham Al Suwaidi,HS,School Bus,GEMS Transport,1.2,Low Risk,active,Active
V-003897,2026-04-26T18:39,25.24285,55.37754,Al Rashidiya,low,Speeding,D-00819,Rashid Al Mazrouei,RM,Taxi,National Taxi,8.2,Critical,suspended,Suspended
V-011116,2026-04-26T18:13,25.27853,55.3472,Deira,moderate,Harsh Braking,D-02366,Salem Al Mansoori,SM,Limousine & E-Hail,Al Ghazal Transport,7.2,High Risk,investigation,Under Investigation
V-005277,2026-04-26T18:08,25.05388,55.23648,Dubai Sports City,high,Driver Fatigue,D-01128,Saeed Al Zaabi,SZ,Taxi,Al Naboodah Taxi,4.2,Moderate,active,Active
V-000494,2026-04-26T18:00,25.2797,55.32707,Deira,moderate,Route Deviation,D-00122,Younes Al Mahmoud,YM,Taxi,Al Naboodah Taxi,5.4,Moderate,active,Active
V-013235,2026-04-26T17:50,25.08427,55.14021,Dubai Marina,low,Speeding,D-02791,Riyad Al Naqbi,RN,Limousine & E-Hail,Al Ghazal Transport,5.5,Moderate,active,Active
V-013748,2026-04-26T17:50,25.18958,55.26973,Business Bay,moderate,Phone Use,D-02887,Bandar Al Jaberi,BJ,Limousine & E-Hail,Uber Dubai,3.1,Low Risk,active,Active
V-007420,2026-04-26T17:46,25.08347,55.15229,Dubai Marina,high,Camera Tampering,D-01571,Talal Al Suwaidi,TS,Public Bus,RTA Public Transport,7.5,High Risk,active,Active
V-008110,2026-04-26T17:45,25.20447,55.2773,Downtown Dubai,low,Idling,D-01717,Mubarak Al Hashemi,MH,Public Bus,RTA Public Transport,7.5,High Risk,active,Active
V-012881,2026-04-26T17:36,25.26119,55.32722,Deira,low,Speeding,D-02715,Adel Al Sharqi,AS,Limousine & E-Hail,Uber Dubai,6.1,Moderate,active,Active
V-000089,2026-04-26T17:35,25.08444,55.14487,Dubai Marina,low,Harsh Braking,D-00025,Jassim Al Falasi,JF,Taxi,Al Naboodah Taxi,9.1,Critical,suspended,Suspended
V-003414,2026-04-26T17:27,25.12028,55.20589,Al Barsha,high,Driver Fatigue,D-00716,Ahmed Al Ameri,AA,Taxi,Al Naboodah Taxi,7.4,High Risk,active,Active
V-005457,2026-04-26T17:13,25.28515,55.41045,Al Qusais,moderate,Distraction,D-01165,Turki Al Mahmoud,TM,Taxi,Metro Taxi,5.8,Moderate,active,Active
V-013012,2026-04-26T17:07,25.20043,55.23047,Jumeirah,low,Speeding,D-02737,Karim Al Falasi,KF,Limousine & E-Hail,Emirates Limousine,1.2,Low Risk,active,Active
V-007447,2026-04-26T16:57,25.30338,55.3942,Al Qusais,high,Distraction,D-01573,Adel Al Mahmoud,AM,Public Bus,RTA Public Transport,8.0,Critical,investigation,Under Investigation
V-014701,2026-04-26T16:26,25.28748,55.39481,Al Qusais,moderate,Speeding,D-03099,Ammar Al Kaabi,AK,Marine,Dubai Ferry Services,9.0,Critical,active,Active
V-016258,2026-04-26T16:24,25.29524,55.38581,Al Qusais,moderate,Speeding,D-03442,Rakan Al Mahmoud,RM,Hourly Rental,Europcar,6.9,High Risk,active,Active
V-015598,2026-04-26T16:01,25.19198,55.26467,Business Bay,moderate,Phone Use,D-03293,Mubarak Al Hashimi,MH,Hourly Rental,Hertz UAE,0.9,Low Risk,active,Active
V-014572,2026-04-26T15:59,25.12743,55.39723,Silicon Oasis,moderate,Distraction,D-03068,Hamad Al Ameri,HA,Marine,Emirates Marine Transport,6.3,Moderate,active,Active
V-000994,2026-04-26T15:50,25.26738,55.32596,Deira,low,Lane Violation,D-00218,Fahad Al Jaberi,FJ,Taxi,National Taxi,0.8,Low Risk,active,Active
V-006874,2026-04-26T15:40,25.07995,55.13856,JBR,moderate,Idling,D-01447,Nasser Al Tamimi,NT,Public Bus,Dubai Transport Co.,7.9,High Risk,active,Active
V-013321,2026-04-26T15:34,25.29366,55.39717,Al Qusais,moderate,Speeding,D-02810,Hamdan Al Qasimi,HQ,Limousine & E-Hail,Al Ghazal Transport,6.7,High Risk,active,Active
V-016471,2026-04-26T15:30,25.19565,55.25763,Business Bay,high,Red Light,D-03485,Sultan Al Nuaimi,SN,Hourly Rental,Sixt UAE,5.6,Moderate,active,Active
V-003157,2026-04-26T15:27,25.27362,55.32806,Deira,high,Distraction,D-00660,Fadi Al Mazrouei,FM,Taxi,Metro Taxi,5.4,Moderate,active,Active
V-007619,2026-04-26T15:26,25.08323,55.14125,Dubai Marina,moderate,Speeding,D-01611,Bandar Al Shamsi,BS,Public Bus,Dubai Transport Co.,1.7,Low Risk,active,Active
V-015237,2026-04-26T15:26,25.2202,55.40858,Mirdif,low,Harsh Braking,D-03216,Hamdan Al Suwaidi,HS,Hourly Rental,Budget Rent-a-Car,5.1,Moderate,active,Active
V-000860,2026-04-26T15:10,25.18637,55.22315,Jumeirah,low,Phone Use,D-00192,Ibrahim Al Mahmoud,IM,Taxi,Emirates Taxi LLC,9.7,Critical,investigation,Under Investigation
V-012012,2026-04-26T15:07,25.28415,55.41439,Al Qusais,moderate,Harsh Braking,D-02552,Ali Al Mansouri,AM,Limousine & E-Hail,Emirates Limousine,8.5,Critical,suspended,Suspended
V-011740,2026-04-26T15:06,25.12609,55.20388,Al Barsha,high,Harsh Braking,D-02497,Hussein Al Shamsi,HS,Limousine & E-Hail,Emirates Limousine,6.8,High Risk,investigation,Under Investigation
V-002429,2026-04-26T15:05,25.14572,55.24365,Al Quoz,low,Idling,D-00515,Ahmed Al Khouri,AK,Taxi,Dubai Taxi Corp,0.6,Low Risk,active,Active
V-013272,2026-04-26T15:05,25.09093,55.14948,Dubai Marina,low,Speeding,D-02799,Hamad Al Nuaimi,HN,Limousine & E-Hail,Emirates Limousine,7.3,High Risk,investigation,Under Investigation
V-015861,2026-04-26T14:27,25.11596,55.20921,Al Barsha,moderate,Distraction,D-03351,Yousef Al Romaithi,YR,Hourly Rental,Sixt UAE,5.8,Moderate,active,Active
V-001522,2026-04-26T14:26,25.11461,55.20374,Al Barsha,high,Camera Tampering,D-00327,Rashid Al Hashimi,RH,Taxi,Al Naboodah Taxi,6.1,Moderate,active,Active
V-007462,2026-04-26T14:25,25.12061,55.20826,Al Barsha,moderate,Distraction,D-01575,Talal Al Ali,TA,Public Bus,RTA Public Transport,0.9,Low Risk,active,Active
V-003334,2026-04-26T14:15,25.11279,55.21264,Al Barsha,moderate,Lane Violation,D-00694,Ibrahim Al Suwaidi,IS,Taxi,Dubai Taxi Corp,1.6,Low Risk,active,Active
V-003560,2026-04-26T14:06,25.21456,55.28063,Downtown Dubai,moderate,Camera Tampering,D-00745,Khalid Al Mehairi,KM,Taxi,Emirates Taxi LLC,8.9,Critical,active,Active
V-013827,2026-04-26T13:54,25.1887,55.28261,Downtown Dubai,low,Lane Violation,D-02908,Younes Al Mahmoud,YM,Limousine & E-Hail,Uber Dubai,5.4,Moderate,active,Active
V-014195,2026-04-26T13:53,25.061,55.21606,Dubai Sports City,moderate,Harsh Braking,D-02991,Zayed Al Khouri,ZK,Marine,Emirates Marine Transport,9.8,Critical,suspended,Suspended
V-005349,2026-04-26T13:40,25.11193,55.22389,Al Barsha,moderate,Driver Fatigue,D-01141,Nayef Al Rashidi,NR,Taxi,National Taxi,5.3,Moderate,active,Active
V-010338,2026-04-26T13:36,25.19303,55.25683,Business Bay,moderate,Distraction,D-02179,Abdullah Al Shehhi,AS,School Bus,Al Mawakeb Transport,9.3,Critical,suspended,Suspended
V-014262,2026-04-26T13:33,25.14641,55.40644,Silicon Oasis,moderate,Camera Tampering,D-03012,Hussein Al Otaiba,HO,Marine,Emirates Marine Transport,6.6,High Risk,active,Active
V-005826,2026-04-26T13:30,25.2416,55.3904,Al Rashidiya,low,Route Deviation,D-01237,Khalifa Al Shamsi,KS,Public Bus,Dubai Transport Co.,5.3,Moderate,active,Active
V-003427,2026-04-26T13:26,25.00949,55.1823,Dubai Investment Park,high,Speeding,D-00717,Bader Al Zaabi,BZ,Taxi,Dubai Taxi Corp,2.6,Low Risk,active,Active
V-005436,2026-04-26T13:16,25.19825,55.26815,Business Bay,high,Harsh Braking,D-01160,Ammar Al Tamimi,AT,Taxi,Al Naboodah Taxi,7.9,High Risk,suspended,Suspended
V-001906,2026-04-26T13:12,25.13958,55.39289,Silicon Oasis,low,Speeding,D-00416,Obaid Al Ameri,OA,Taxi,Metro Taxi,2.3,Low Risk,active,Active
V-004436,2026-04-26T13:12,25.27693,55.32042,Deira,moderate,Harsh Braking,D-00934,Yusuf Al Naqbi,YN,Taxi,National Taxi,7.7,High Risk,active,Active
V-003545,2026-04-26T13:08,25.06813,55.14229,Dubai Marina,moderate,Harsh Braking,D-00744,Tamer Al Tamimi,TT,Taxi,Al Naboodah Taxi,1.6,Low Risk,active,Active
V-005250,2026-04-26T13:03,25.1267,55.22337,Al Barsha,high,Speeding,D-01124,Fahad Al Mansoori,FM,Taxi,National Taxi,7.3,High Risk,investigation,Under Investigation
V-001907,2026-04-26T13:02,25.18162,55.28441,Downtown Dubai,moderate,Speeding,D-00416,Obaid Al Ameri,OA,Taxi,Metro Taxi,2.3,Low Risk,active,Active
V-011723,2026-04-26T12:57,25.30442,55.4138,Al Qusais,moderate,Phone Use,D-02496,Bader Al Mulla,BM,Limousine & E-Hail,Careem Fleet,7.1,High Risk,active,Active
V-014834,2026-04-26T12:50,25.28265,55.39602,Al Qusais,low,Idling,D-03116,Walid Al Falasi,WF,Marine,Emirates Marine Transport,7.7,High Risk,investigation,Under Investigation
V-010073,2026-04-26T12:31,25.28691,55.40793,Al Qusais,moderate,Harsh Braking,D-02138,Abdullah Al Suwaidi,AS,School Bus,Al Reef School Transport,5.3,Moderate,active,Active
V-014236,2026-04-26T12:29,25.1961,55.26738,Business Bay,moderate,Phone Use,D-03006,Maher Al Bastaki,MB,Marine,Emirates Marine Transport,5.2,Moderate,active,Active
V-016271,2026-04-26T12:21,25.10853,55.22126,Al Barsha,moderate,Speeding,D-03444,Tariq Al Bastaki,TB,Hourly Rental,Hertz UAE,7.5,High Risk,suspended,Suspended
V-011346,2026-04-26T12:20,25.19276,55.26391,Business Bay,moderate,Lane Violation,D-02412,Faisal Al Suwaidi,FS,Limousine & E-Hail,Emirates Limousine,8.2,Critical,investigation,Under Investigation
V-002931,2026-04-26T12:09,25.21364,55.20926,Jumeirah,high,Speeding,D-00622,Jassim Al Otaiba,JO,Taxi,Metro Taxi,8.5,Critical,investigation,Under Investigation
V-004549,2026-04-26T12:07,25.18075,55.21827,Jumeirah,moderate,Phone Use,D-00961,Saif Al Falasi,SF,Taxi,Emirates Taxi LLC,3.4,Low Risk,active,Active
V-005453,2026-04-26T11:56,25.30989,55.41183,Al Qusais,moderate,Speeding,D-01164,Bader Al Ali,BA,Taxi,Cars Taxi,0.7,Low Risk,active,Active
V-007813,2026-04-26T11:23,25.19741,55.26519,Business Bay,low,Route Deviation,D-01654,Tariq Al Jaberi,TJ,Public Bus,Dubai Transport Co.,6.6,High Risk,active,Active
V-003449,2026-04-26T11:20,25.12131,55.21301,Al Barsha,high,Speeding,D-00721,Sami Al Shamsi,SS,Taxi,Metro Taxi,7.7,High Risk,active,Active
V-010721,2026-04-26T11:20,25.2686,55.34,Deira,moderate,Speeding,D-02253,Salem Al Shehhi,SS,Limousine & E-Hail,Al Ghazal Transport,8.7,Critical,suspended,Suspended
V-010965,2026-04-26T11:20,25.30765,55.39272,Al Qusais,low,Idling,D-02322,Mansour Al Mazrouei,MM,Limousine & E-Hail,Careem Fleet,1.1,Low Risk,active,Active
V-007911,2026-04-26T11:09,25.26592,55.34524,Deira,moderate,Speeding,D-01681,Hamdan Al Nuaimi,HN,Public Bus,Dubai Transport Co.,6.7,High Risk,suspended,Suspended
V-007646,2026-04-26T11:04,25.23446,55.38967,Al Rashidiya,moderate,Harsh Braking,D-01619,Tariq Al Rashidi,TR,Public Bus,Dubai Transport Co.,7.0,High Risk,active,Active
V-003043,2026-04-26T10:53,25.08581,55.12194,JBR,moderate,Camera Tampering,D-00639,Abdullah Al Shamsi,AS,Taxi,Dubai Taxi Corp,8.6,Critical,suspended,Suspended
V-006274,2026-04-26T10:48,25.28752,55.3099,Deira,moderate,Phone Use,D-01314,Nasser Al Suwaidi,NS,Public Bus,RTA Public Transport,7.4,High Risk,active,Active
V-014765,2026-04-26T10:48,25.28651,55.32028,Deira,high,Camera Tampering,D-03103,Riyad Al Hashemi,RH,Marine,Emirates Marine Transport,8.7,Critical,suspended,Suspended
V-014785,2026-04-26T10:47,25.11126,55.21947,Al Barsha,low,Speeding,D-03103,Riyad Al Hashemi,RH,Marine,Emirates Marine Transport,8.7,Critical,suspended,Suspended
V-011686,2026-04-26T10:46,24.98966,55.17035,Dubai Investment Park,high,Phone Use,D-02488,Omar Al Kaabi,OK,Limousine & E-Hail,Uber Dubai,9.5,Critical,suspended,Suspended
V-007871,2026-04-26T10:36,25.27103,55.30928,Deira,high,Distraction,D-01673,Zayed Al Ali,ZA,Public Bus,Dubai Transport Co.,5.4,Moderate,active,Active
V-002575,2026-04-26T10:34,25.11731,55.21,Al Barsha,high,Speeding,D-00541,Jassim Al Mulla,JM,Taxi,Dubai Taxi Corp,7.0,High Risk,investigation,Under Investigation
V-007168,2026-04-26T10:13,25.18056,55.26137,Business Bay,moderate,Distraction,D-01506,Majid Al Mahmoud,MM,Public Bus,Dubai Transport Co.,9.3,Critical,investigation,Under Investigation
V-004704,2026-04-26T10:11,25.20244,55.21559,Jumeirah,moderate,Harsh Braking,D-00997,Obaid Al Naqbi,ON,Taxi,Cars Taxi,8.5,Critical,suspended,Suspended
V-005403,2026-04-26T09:51,25.1103,55.19187,Al Barsha,moderate,Phone Use,D-01155,Amer Al Tamimi,AT,Taxi,Al Naboodah Taxi,3.8,Moderate,active,Active
V-000499,2026-04-26T09:30,25.19891,55.26995,Business Bay,low,Speeding,D-00122,Younes Al Mahmoud,YM,Taxi,Al Naboodah Taxi,5.4,Moderate,active,Active
V-004132,2026-04-26T09:23,25.25891,55.39306,Al Rashidiya,high,Driver Fatigue,D-00866,Rashid Al Suwaidi,RS,Taxi,Dubai Taxi Corp,8.6,Critical,suspended,Suspended
V-010556,2026-04-26T09:05,25.2406,55.4049,Al Rashidiya,moderate,Distraction,D-02224,Sultan Al Shamsi,SS,School Bus,GEMS Transport,5.9,Moderate,active,Active
V-001407,2026-04-26T09:00,25.211,55.28088,Downtown Dubai,moderate,Speeding,D-00305,Sami Al Marri,SM,Taxi,Dubai Taxi Corp,8.8,Critical,investigation,Under Investigation
V-014556,2026-04-26T08:42,25.14213,55.37526,Silicon Oasis,low,Harsh Braking,D-03065,Nayef Al Mehairi,NM,Marine,Dubai Ferry Services,1.2,Low Risk,active,Active
V-013093,2026-04-26T08:37,25.19873,55.25972,Business Bay,moderate,Phone Use,D-02753,Hussein Al Maktoum,HM,Limousine & E-Hail,Careem Fleet,6.7,High Risk,investigation,Under Investigation
V-015213,2026-04-26T08:17,25.23052,55.38338,Al Rashidiya,low,Idling,D-03210,Adel Al Zaabi,AZ,Hourly Rental,Sixt UAE,7.6,High Risk,suspended,Suspended
V-010230,2026-04-26T08:10,25.07729,55.14472,Dubai Marina,high,Harsh Braking,D-02157,Tariq Al Marri,TM,School Bus,Al Reef School Transport,8.5,Critical,suspended,Suspended
V-014914,2026-04-26T08:00,25.18439,55.21857,Jumeirah,low,Harsh Braking,D-03140,Hamad Al Kaabi,HK,Marine,Emirates Marine Transport,6.1,Moderate,active,Active
V-008688,2026-04-26T07:58,25.00988,55.19915,Dubai Investment Park,moderate,Distraction,D-01844,Sultan Al Dhaheri,SD,School Bus,Al Reef School Transport,6.9,High Risk,active,Active
V-002366,2026-04-26T07:49,25.1814,55.28966,Downtown Dubai,moderate,Phone Use,D-00501,Turki Al Jaberi,TJ,Taxi,Emirates Taxi LLC,8.2,Critical,suspended,Suspended
V-013905,2026-04-26T07:43,25.15101,55.2244,Al Quoz,moderate,Speeding,D-02922,Zayed Al Mehairi,ZM,Marine,Emirates Marine Transport,7.6,High Risk,suspended,Suspended
V-010294,2026-04-26T07:23,25.13561,55.39309,Silicon Oasis,low,Phone Use,D-02172,Hamdan Al Rashidi,HR,School Bus,GEMS Transport,6.4,Moderate,active,Active
V-004281,2026-04-26T07:22,25.13268,55.21777,Al Barsha,low,Phone Use,D-00900,Rakan Al Mulla,RM,Taxi,Metro Taxi,5.0,Moderate,active,Active
V-011061,2026-04-26T07:22,25.28419,55.33739,Deira,moderate,Red Light,D-02349,Yousef Al Mehrezi,YM,Limousine & E-Hail,Al Ghazal Transport,7.1,High Risk,active,Active
V-011433,2026-04-26T07:21,25.00532,55.08045,Jebel Ali,moderate,Phone Use,D-02438,Bader Al Jaberi,BJ,Limousine & E-Hail,Careem Fleet,7.2,High Risk,investigation,Under Investigation
V-012858,2026-04-26T07:15,25.09375,55.13841,JBR,high,Red Light,D-02713,Mubarak Al Maktoum,MM,Limousine & E-Hail,Uber Dubai,8.1,Critical,suspended,Suspended
V-001381,2026-04-26T06:58,25.28773,55.33917,Deira,moderate,Phone Use,D-00300,Nasser Al Awadhi,NA,Taxi,National Taxi,1.7,Low Risk,active,Active
V-004621,2026-04-26T06:49,25.22793,55.43765,Mirdif,moderate,Phone Use,D-00981,Ahmed Al Qasimi,AQ,Taxi,Metro Taxi,6.2,Moderate,active,Active
V-009013,2026-04-26T06:16,25.29181,55.42964,Al Qusais,low,Route Deviation,D-01936,Turki Al Falasi,TF,School Bus,Al Reef School Transport,1.6,Low Risk,active,Active
V-001812,2026-04-26T06:12,25.0805,55.13456,JBR,moderate,Speeding,D-00388,Adel Al Mansoori,AM,Taxi,National Taxi,9.3,Critical,suspended,Suspended
V-016165,2026-04-26T05:48,25.01864,55.1012,Jebel Ali,moderate,Speeding,D-03428,Faisal Al Shamsi,FS,Hourly Rental,Hertz UAE,0.6,Low Risk,active,Active
V-008759,2026-04-26T05:47,25.19571,55.29073,Downtown Dubai,moderate,Distraction,D-01868,Ziad Al Mansouri,ZM,School Bus,Al Mawakeb Transport,3.9,Moderate,investigation,Under Investigation
V-001785,2026-04-26T05:43,25.22225,55.41041,Mirdif,moderate,Harsh Braking,D-00380,Yusuf Al Rashidi,YR,Taxi,Emirates Taxi LLC,9.9,Critical,suspended,Suspended
V-001306,2026-04-26T05:41,25.21385,55.26976,Downtown Dubai,high,Speeding,D-00288,Fahad Al Marri,FM,Taxi,Dubai Taxi Corp,5.0,Moderate,active,Active
V-016349,2026-04-26T05:40,25.01179,55.15058,Dubai Investment Park,low,Idling,D-03459,Mohammed Al Rashidi,MR,Hourly Rental,Avis Dubai,2.6,Low Risk,active,Active
V-004428,2026-04-26T05:30,25.29513,55.39778,Al Qusais,high,Harsh Braking,D-00934,Yusuf Al Naqbi,YN,Taxi,National Taxi,7.7,High Risk,active,Active
V-012826,2026-04-26T05:29,25.23484,55.39046,Al Rashidiya,moderate,Phone Use,D-02711,Rakan Al Sayegh,RS,Limousine & E-Hail,Uber Dubai,5.0,Moderate,active,Active
V-002937,2026-04-26T05:26,25.07852,55.13347,JBR,moderate,Speeding,D-00622,Jassim Al Otaiba,JO,Taxi,Metro Taxi,8.5,Critical,investigation,Under Investigation
V-006828,2026-04-26T05:18,25.1813,55.26267,Business Bay,low,Lane Violation,D-01442,Khalid Al Bastaki,KB,Public Bus,Dubai Transport Co.,2.4,Low Risk,active,Active
V-001102,2026-04-26T05:17,25.19797,55.28013,Downtown Dubai,high,Route Deviation,D-00246,Omar Al Dhaheri,OD,Taxi,Cars Taxi,7.8,High Risk,suspended,Suspended
V-008644,2026-04-26T05:10,24.99141,55.10492,Jebel Ali,low,Harsh Braking,D-01835,Fadi Al Khouri,FK,School Bus,Al Mawakeb Transport,5.3,Moderate,investigation,Under Investigation
V-010754,2026-04-26T05:06,25.0847,55.15651,Dubai Marina,moderate,Speeding,D-02260,Riyad Bin Hamad,RH,Limousine & E-Hail,Careem Fleet,0.7,Low Risk,active,Active
V-005317,2026-04-26T05:02,25.11949,55.20925,Al Barsha,low,Phone Use,D-01136,Nayef Al Shehhi,NS,Taxi,Cars Taxi,6.6,High Risk,investigation,Under Investigation
V-011171,2026-04-26T04:58,25.19162,55.26987,Business Bay,moderate,Idling,D-02377,Fahad Al Otaiba,FO,Limousine & E-Hail,Al Ghazal Transport,2.9,Low Risk,active,Active
V-006186,2026-04-26T04:39,25.15027,55.22639,Al Quoz,low,Phone Use,D-01299,Bader Al Khouri,BK,Public Bus,RTA Public Transport,4.6,Moderate,active,Active
V-013618,2026-04-26T04:37,24.99463,55.18452,Dubai Investment Park,low,Distraction,D-02864,Yousef Al Suwaidi,YS,Limousine & E-Hail,Uber Dubai,8.1,Critical,suspended,Suspended
V-005006,2026-04-26T04:36,25.16546,55.23358,Al Quoz,low,Idling,D-01068,Hassan Al Sayegh,HS,Taxi,Al Naboodah Taxi,6.3,Moderate,active,Active
V-016449,2026-04-26T04:32,25.22086,55.43107,Mirdif,low,Speeding,D-03478,Ammar Al Mansoori,AM,Hourly Rental,Budget Rent-a-Car,5.9,Moderate,active,Active
V-004358,2026-04-26T04:31,25.12,55.40616,Silicon Oasis,high,Camera Tampering,D-00923,Zayed Al Dhaheri,ZD,Taxi,Dubai Taxi Corp,3.8,Moderate,active,Active
